customerID,Churn,ChurnFlag,tenure,tenure_band,MonthlyCharges,monthly_band,TotalCharges,customer_value,services_count,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Partner_bin,Dependents_bin,PhoneService_bin,PaperlessBilling_bin,OnlineSecurity_active,OnlineBackup_active,DeviceProtection_active,TechSupport_active,StreamingTV_active,StreamingMovies_active,MultipleLines_active
6061-PQHMK,No,0,25,25-48,19.9,"(18.249, 25.05]",527.5,497.49999999999994,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
9885-CSMWE,Yes,1,1,1-6,78.45,"(58.83, 79.1]",78.45,78.45,1,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0,0,1,0,0,0,0,0,1,0,0
6137-MFAJN,No,0,48,25-48,44.8,"(25.05, 58.83]",2104.55,2150.3999999999996,3,Female,0,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,0,1,1,1,0,0,1,0,0
9122-UMROB,No,0,1,1-6,20.3,"(18.249, 25.05]",20.3,20.3,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
4232-JGKIY,No,0,1,1-6,19.2,"(18.249, 25.05]",19.2,19.2,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,0,1,0,0,0,0,0,0,0,0
2402-TAIRZ,No,0,37,25-48,80.05,"(79.1, 94.25]",3019.1,2961.85,2,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,0,0,1,0,0,1,1,0,0,0,0
9659-ZTWSM,No,0,66,49-72,107.35,"(94.25, 118.75]",7051.95,7085.099999999999,6,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1,0,1,1,0,1,1,1,1,1,1
9139-TWBAS,No,0,26,25-48,47.85,"(25.05, 58.83]",1190.5,1244.1000000000001,4,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),1,0,0,0,1,1,1,0,1,0,0
6685-GBWJZ,No,0,63,49-72,70.8,"(58.83, 79.1]",4448.8,4460.4,4,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),1,0,1,0,1,1,0,1,1,0,0
5016-ETTFF,Yes,1,10,7-12,29.5,"(25.05, 58.83]",255.25,295.0,1,Male,0,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,0,0,0,0,0,0,1,0,0,0,0
3866-MDTUB,Yes,1,2,1-6,70.75,"(58.83, 79.1]",146.9,141.5,3,Female,0,No,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,1,0,0,0,1,1,0
2195-VVRJF,No,0,18,13-24,59.1,"(58.83, 79.1]",1011.05,1063.8,2,Male,1,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,0,1,1,1,0,0,0,0,1,0
3913-RDSJZ,No,0,64,49-72,25.55,"(25.05, 58.83]",1714.95,1635.2,1,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,0,1,0,0,0,0,0,0,0,1
8058-JMEQO,Yes,1,9,7-12,84.45,"(79.1, 94.25]",762.5,760.0500000000001,2,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,1,1
4203-QGNZA,No,0,28,25-48,20.25,"(18.249, 25.05]",535.35,567.0,0,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,1,1,0,0,0,0,0,0,0,0
5043-TRZWM,No,0,1,1-6,75.55,"(58.83, 79.1]",75.55,75.55,1,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0,0,1,0,0,0,1,0,0,0,0
0697-ZMSWS,Yes,1,4,1-6,85.65,"(79.1, 94.25]",338.9,342.6,2,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,1,1
7657-DYEPJ,Yes,1,38,25-48,70.15,"(58.83, 79.1]",2497.35,2665.7000000000003,4,Male,1,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0,0,1,1,0,1,1,1,1,0,0
9494-BDNNC,No,0,66,49-72,95.3,"(94.25, 118.75]",6273.4,6289.8,4,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,1,0,1,0,0,1,1,0,0,1,1
1640-PLFMP,No,0,1,1-6,70.25,"(58.83, 79.1]",70.25,70.25,0,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,0,0
5366-OBVMR,No,0,18,13-24,50.3,"(25.05, 58.83]",908.75,905.4,1,Female,0,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,0,1,1,0,0,0,1,0,0,0
8276-MQBYC,Yes,1,51,49-72,97.8,"(94.25, 118.75]",4913.3,4987.8,4,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,1,0,1,1,1
7644-OMVMY,No,0,0,0,19.85,"(18.249, 25.05]",0.0,0.0,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,1,1,0,0,0,0,0,0,0,0
7593-XFKDI,Yes,1,1,1-6,46.3,"(25.05, 58.83]",46.3,46.3,0,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
4573-JKNAE,No,0,12,7-12,19.35,"(18.249, 25.05]",212.3,232.20000000000002,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,1,1,0,0,0,0,0,0,0,0
0337-CNPZE,Yes,1,41,25-48,106.3,"(94.25, 118.75]",4443.45,4358.3,5,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,1,0,1,1,1
9817-APLHW,No,0,12,7-12,25.0,"(18.249, 25.05]",316.2,300.0,1,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,0,1,0,0,0,0,0,0,0,1
8380-MQINP,No,0,55,49-72,20.3,"(18.249, 25.05]",1079.05,1116.5,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,1,1,0,0,0,0,0,0,0,0
0840-DFEZH,No,0,7,7-12,75.35,"(58.83, 79.1]",564.65,527.4499999999999,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,0,1
1513-XNPPH,Yes,1,12,7-12,89.4,"(79.1, 94.25]",1095.65,1072.8000000000002,3,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,1,1,0,1,0
8690-ZVLCL,No,0,68,49-72,88.0,"(79.1, 94.25]",6161.9,5984.0,7,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1,1,1,0,1,1,1,1,1,1,1
6015-VVHHE,Yes,1,5,1-6,83.15,"(79.1, 94.25]",446.05,415.75,2,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,0,0,1,0,1
1125-SNVCK,No,0,49,49-72,43.8,"(25.05, 58.83]",2106.05,2146.2,0,Female,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
0384-LPITE,No,0,40,25-48,62.05,"(58.83, 79.1]",2511.55,2482.0,5,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0,0,0,0,1,1,1,0,1,1,0
4616-EWBNJ,No,0,16,13-24,20.1,"(18.249, 25.05]",318.6,321.6,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,0,1,0,0,0,0,0,0,0,0
6347-DCUIK,Yes,1,10,7-12,74.15,"(58.83, 79.1]",811.8,741.5,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,1
1335-HQMKX,No,0,72,49-72,101.35,"(94.25, 118.75]",7323.15,7297.2,5,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1,0,1,1,0,1,1,0,1,1,1
2545-EBUPK,No,0,2,1-6,84.05,"(79.1, 94.25]",186.05,168.1,2,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,1,1
6923-AQONU,No,0,23,13-24,20.9,"(18.249, 25.05]",454.0,480.7,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,1,1,0,0,0,0,0,0,0,0
2172-EJXVF,No,0,71,49-72,105.9,"(94.25, 118.75]",7521.95,7518.900000000001,5,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0,1,1,0,1,1,0,1,1,1
0897-FEGMU,Yes,1,11,7-12,99.5,"(94.25, 118.75]",1056.95,1094.5,4,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,1,0,1,1,1
7663-RGWBC,Yes,1,1,1-6,44.15,"(25.05, 58.83]",44.15,44.15,0,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,0
1120-BMWUB,Yes,1,16,13-24,53.9,"(25.05, 58.83]",834.15,862.4,2,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0,0,1,1,0,1,0,1,0,0,0
9124-LHCJQ,Yes,1,1,1-6,85.45,"(79.1, 94.25]",85.45,85.45,2,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,1,1
4536-PLEQY,No,0,12,7-12,85.05,"(79.1, 94.25]",999.8,1020.5999999999999,2,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,0,1,1,0,1,0,0,0,1,0
7029-IJEJK,No,0,54,49-72,44.1,"(25.05, 58.83]",2369.7,2381.4,3,Female,0,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),0,0,0,0,1,0,0,1,0,1,0
8871-JLMHM,No,0,68,49-72,90.2,"(79.1, 94.25]",6297.65,6133.6,4,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),1,0,1,0,0,1,1,1,0,0,1
2235-ZGKPT,Yes,1,4,1-6,50.85,"(25.05, 58.83]",239.55,203.4,1,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,1,1,0,0,0,0,0,0,0,1
3891-PUQOD,Yes,1,1,1-6,59.2,"(58.83, 79.1]",59.2,59.2,2,Female,0,No,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0,1,1,0,0,0,1,0,0,1,0
5447-VYTKW,No,0,27,25-48,53.45,"(25.05, 58.83]",1461.45,1443.15,2,Male,0,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,0,0,1,0,1,0,0,1,0,0,0
3623-FQBOX,No,0,21,13-24,19.95,"(18.249, 25.05]",416.4,418.95,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,0
0689-NKYLF,Yes,1,13,13-24,83.2,"(79.1, 94.25]",1060.6,1081.6000000000001,2,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,1,0,1,0,0
8659-HDIYE,No,0,64,49-72,74.65,"(58.83, 79.1]",4869.35,4777.6,5,Female,1,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0,0,1,0,0,1,1,1,0,1,1
3658-KIBGF,Yes,1,1,1-6,54.9,"(25.05, 58.83]",54.9,54.9,2,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,1,1,0,0,0,0,0
3474-BAFSJ,No,0,57,49-72,57.5,"(25.05, 58.83]",3265.95,3277.5,5,Male,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,0,0,1,0,1,1,1,1,1,0
5519-YLDGW,Yes,1,21,13-24,103.9,"(94.25, 118.75]",2254.2,2181.9,5,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,1,0,1,0,1,1,1
3865-ZFZIB,No,0,19,13-24,19.65,"(18.249, 25.05]",358.15,373.34999999999997,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
1855-AGAWH,No,0,31,25-48,93.8,"(79.1, 94.25]",2939.8,2907.7999999999997,3,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1,0,1,1,0,0,1,0,1,1,0
7109-CQYUZ,No,0,52,49-72,89.25,"(79.1, 94.25]",4652.4,4641.0,7,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0,0,1,1,1,1,1,1,1,1,1
1370-GGAWX,No,0,46,25-48,94.15,"(79.1, 94.25]",4408.45,4330.900000000001,4,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,0,0,1,1,0,1,1,0,0,1,1
4680-KUTAJ,No,0,11,7-12,55.6,"(25.05, 58.83]",580.8,611.6,2,Female,1,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,1,0,0,0,0,0,1
5307-UVGNB,No,0,53,49-72,48.7,"(25.05, 58.83]",2495.2,2581.1000000000004,4,Female,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1,1,0,1,1,1,1,0,0,1,0
4946-EDSEW,Yes,1,11,7-12,19.25,"(18.249, 25.05]",180.3,211.75,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
2883-ILGWO,No,0,57,49-72,104.9,"(94.25, 118.75]",5913.95,5979.3,5,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0,1,1,0,1,0,1,1,1,1
2516-VQRRV,Yes,1,2,1-6,75.45,"(58.83, 79.1]",158.4,150.9,1,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,1
7580-UGXNC,Yes,1,2,1-6,54.85,"(25.05, 58.83]",104.2,109.7,2,Female,1,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0,0,1,0,1,1,0,0,0,0,0
3642-BYHDO,No,0,71,49-72,19.9,"(18.249, 25.05]",1389.35,1412.8999999999999,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1,1,1,0,0,0,0,0,0,0,0
9629-NHXFW,No,0,1,1-6,19.4,"(18.249, 25.05]",19.4,19.4,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
2696-RZVZW,No,0,68,49-72,25.05,"(18.249, 25.05]",1629.2,1703.4,1,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,0,1,0,0,0,0,0,0,0,1
5766-FTRTS,No,0,72,49-72,84.45,"(79.1, 94.25]",6033.1,6080.400000000001,6,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,1,0,1,0,1,1,1,1,1,1,0
0396-HUJBP,No,0,2,1-6,19.3,"(18.249, 25.05]",44.4,38.6,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
5178-LMXOP,Yes,1,1,1-6,95.1,"(94.25, 118.75]",95.1,95.1,3,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,1,1,1
8879-ZKJOF,No,0,41,25-48,79.85,"(79.1, 94.25]",3320.75,3273.85,5,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,0,1,1,1,0,1,1,1,1,0
6285-FTQBF,No,0,72,49-72,25.55,"(25.05, 58.83]",1867.7,1839.6000000000001,1,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,1,1,0,0,0,0,0,0,0,1
8185-UPYBR,Yes,1,6,1-6,75.5,"(58.83, 79.1]",438.0,453.0,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,0,0,1
4585-HETAI,Yes,1,4,1-6,73.75,"(58.83, 79.1]",325.45,295.0,1,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,1,0,0,0,0
7526-BEZQB,Yes,1,12,7-12,96.05,"(94.25, 118.75]",1148.1,1152.6,3,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,1,1,1
1474-JUWSM,No,0,58,49-72,68.4,"(58.83, 79.1]",3972.25,3967.2000000000003,4,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,1,0,1,1,1,0,0,1,0,1,1
3530-CRZSB,No,0,7,7-12,20.65,"(18.249, 25.05]",155.9,144.54999999999998,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
8498-XXGWA,No,0,65,49-72,55.15,"(25.05, 58.83]",3673.15,3584.75,2,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,0,1,1,1,0,1,0,0,0,0
9617-INGJY,No,0,1,1-6,70.6,"(58.83, 79.1]",70.6,70.6,0,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,0
0621-TSSMU,No,0,56,49-72,19.95,"(18.249, 25.05]",1126.75,1117.2,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1,0,1,0,0,0,0,0,0,0,0
7234-KMNRQ,No,0,4,1-6,19.0,"(18.249, 25.05]",73.45,76.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
7636-PEPNS,No,0,58,49-72,44.1,"(25.05, 58.83]",2413.05,2557.8,0,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,1,1,1,1,0,0,0,0,0,0,0
4683-WYDOU,No,0,62,49-72,107.6,"(94.25, 118.75]",6912.7,6671.2,5,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,0,1,1,0,0,1,1,1,1,1
9052-DHNKM,No,0,26,25-48,61.55,"(58.83, 79.1]",1581.95,1600.3,3,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,0,0,1,0,1,1,0,0,0,0,1
6794-HKIAJ,No,0,62,49-72,90.7,"(79.1, 94.25]",5586.45,5623.400000000001,4,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0,0,1,0,1,1,1,0,0,0,1
5578-NKCXI,No,0,58,49-72,99.25,"(94.25, 118.75]",5846.65,5756.5,4,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),1,1,1,0,1,1,0,0,1,1,0
1642-HMARX,No,0,68,49-72,91.7,"(79.1, 94.25]",6424.7,6235.6,7,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1,0,1,1,1,1,1,1,1,1,1
3096-WPXBT,No,0,61,49-72,100.7,"(94.25, 118.75]",6018.65,6142.7,5,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),1,1,1,1,1,1,1,0,0,1,1
8434-PNQZX,No,0,42,25-48,78.45,"(58.83, 79.1]",3373.4,3294.9,5,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,0,1,1,0,0,1,1,1,1,1
5950-AAAGJ,No,0,18,13-24,84.3,"(79.1, 94.25]",1537.9,1517.3999999999999,2,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0,0,1,0,0,0,0,0,1,0,1
4299-OPXEJ,No,0,56,49-72,19.55,"(18.249, 25.05]",1080.55,1094.8,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,0,1,1,0,0,0,0,0,0,0
4951-UKAAQ,Yes,1,4,1-6,88.95,"(79.1, 94.25]",355.2,355.8,3,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,0,1,1
9618-LFJRU,No,0,4,1-6,20.45,"(18.249, 25.05]",82.85,81.8,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
6693-DJWTY,No,0,35,25-48,55.6,"(25.05, 58.83]",2016.45,1946.0,2,Female,0,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),0,1,1,0,1,1,0,0,0,0,0
0744-GKNGE,No,0,64,49-72,86.8,"(79.1, 94.25]",5327.25,5555.2,3,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1,1,1,1,1,0,0,1,0,0,1
6447-EGDIV,No,0,31,25-48,20.95,"(18.249, 25.05]",683.25,649.4499999999999,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
1167-OYZJF,No,0,67,49-72,20.05,"(18.249, 25.05]",1263.05,1343.3500000000001,0,Female,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1,0,1,1,0,0,0,0,0,0,0
2108-YKQTY,Yes,1,4,1-6,50.7,"(25.05, 58.83]",151.3,202.8,1,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0,0,1,0,0,1,0,0,0,0,0
4806-DXQCE,No,0,70,49-72,113.65,"(94.25, 118.75]",7714.65,7955.5,7,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1,0,1,1,1,1,1,1,1,1,1
4918-QLLIW,Yes,1,3,1-6,53.4,"(25.05, 58.83]",188.7,160.2,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),0,0,1,0,0,0,0,0,1,0,0
7056-IMHCC,Yes,1,53,49-72,101.9,"(94.25, 118.75]",5549.4,5400.700000000001,4,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,1,1,0,1,0,0,1,1,1
4854-SSLTN,No,0,2,1-6,59.5,"(58.83, 79.1]",130.5,119.0,3,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,1,1,1,0,1,1,0,1,0,0,0
5294-DMSFH,No,0,29,25-48,87.8,"(79.1, 94.25]",2621.75,2546.2,2,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,1,1,1,0,0,0,0,1,1,0
4837-PZTIC,No,0,47,25-48,41.9,"(25.05, 58.83]",1875.25,1969.3,3,Female,0,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,0,0,0,0,1,0,1,1,0,0,0
1625-JAIIY,Yes,1,68,49-72,83.0,"(79.1, 94.25]",5685.8,5644.0,2,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,1,1,1,1,0,0,0,0,1,0,1
